1           44.2494
3           43.8586
7           43.8105
15          44.3151
31          44.2379
63          43.9739
127         43.8102 
255         44.015
511         43.922
1023        43.8471
2047        43.4905
4095        43.8262
8191        43.9059
16383       44.1162
32767       44.3094
65535       44.1347
131071      44.1588
