1      23.5971
2      403.759
4      54.5316
8      14.1267
16     3.77144
32     0.0425645
64     0.0176923
128    0.00825266
256    0.00402054
512    0.00198626
1024   0.000977464
2048   0.000488421
4096   0.000244144
8192   0.000122072
16384  0.0000610361
65536  0.000015259
131072 0.0000762949
